"","X.3","X.2","X.1","X","dog_guid","MIN.c.created_at.","hour","day","month","gender","neutered","personality","age","weight","breed","btype","bgroup","ntests","mid","PC1","PC2"
"220",220,220,220,221,"fd68cd48-7144-11e5-ba71-058fbc01cf0b","2014-06-13 21:36:49",21,6,6,"female",1,"renaissance-dog","0-1","0-19","Maltese-Poodle Mix","Cross Breed","",20,0.091566154972,1.68715361758821,-0.8010810676713
"221",221,221,221,222,"fd68d2ac-7144-11e5-ba71-058fbc01cf0b","2014-06-16 21:54:02",21,2,6,"male",1,"ace","5-7","50-89","Other","Mixed Breed/ Other/ I Don't Know","",22,1.8152441578,-0.926771189579439,-2.30634925302041
"222",222,222,222,223,"fd68d4a0-7144-11e5-ba71-058fbc01cf0b","2014-06-17 17:58:54",17,3,6,"female",1,"maverick","2-4",">139","Shih Tzu","Pure Breed","Toy",20,0.0011744639396,-1.69331037564894,0.893262437779645
"223",223,223,223,224,"fd68d55e-7144-11e5-ba71-058fbc01cf0b","2014-06-17 20:19:29",20,3,6,"male",0,"stargazer","0-1",">139","Shih Tzu","Pure Breed","Toy",20,0.0022283138427,-1.42057029130094,-0.126077331598681
"224",224,224,224,226,"fd68f6ce-7144-11e5-ba71-058fbc01cf0b","2014-06-30 23:06:49",23,2,6,"female",1,"ace","7-10","50-89","Siberian Husky","Pure Breed","Working",28,13.260423954,-1.24978912577067,-2.82631568471529
"225",225,225,225,227,"fd68fa20-7144-11e5-ba71-058fbc01cf0b","2014-06-29 16:15:21",16,1,6,"female",1,"socialite","5-7","0-19","Shetland Sheepdog","Pure Breed","Herding",20,3.0178782895,-0.286818012716695,-0.388327657394149
"226",226,226,226,228,"fd68fe62-7144-11e5-ba71-058fbc01cf0b","2014-06-29 16:45:32",16,1,6,"female",1,"renaissance-dog","5-7","0-19","Shetland Sheepdog","Pure Breed","Herding",19,0.0091782407382,-1.16344255260569,1.06648184944932
"227",227,227,227,229,"fd690ef2-7144-11e5-ba71-058fbc01cf0b","2014-06-30 22:29:10",22,2,6,"male",1,"maverick","7-10","50-89","Border Collie-Belgian Sheepdog Mix","Cross Breed","",20,0.0065777290454,-0.318783242261672,-2.43645354579541
"228",228,228,228,230,"fd691a3c-7144-11e5-ba71-058fbc01cf0b","2014-07-10 10:10:28",10,5,7,"male",1,"ace","5-7","0-19","Parson Russell Terrier","Pure Breed","Terrier",20,0.2062627924,3.61198060278999,0.0132947686444193
"229",229,229,229,233,"fd693dbe-7144-11e5-ba71-058fbc01cf0b","2014-08-05 15:33:02",15,3,8,"male",1,"charmer","2-4","0-19","Shorkie","Popular Hybrid","",20,0.33179215399,-0.681903637478977,-2.70804276701862
"230",230,230,230,234,"fd696dd4-7144-11e5-ba71-058fbc01cf0b","2014-08-15 22:13:05",22,6,8,"male",1,"protodog","5-7","0-19","Other","Mixed Breed/ Other/ I Don't Know","",23,0.9076288931,1.01296509387666,0.409365316686052
"231",231,231,231,235,"fd696e38-7144-11e5-ba71-058fbc01cf0b","2014-08-15 21:43:51",21,6,8,"male",1,"socialite","5-7","0-19","Other","Mixed Breed/ Other/ I Don't Know","",23,0.91009364478,-0.689153120807922,0.426454172240213
"232",232,232,232,236,"fd6986ca-7144-11e5-ba71-058fbc01cf0b","2014-09-01 01:46:19",1,2,9,"female",0,"socialite","0-1","20-49","Belgian Malinois","Pure Breed","Herding",20,2.4669657651,0.025827597591527,-0.832488687742876
"233",233,233,233,237,"fd699516-7144-11e5-ba71-058fbc01cf0b","2014-09-05 08:02:19",8,6,9,"male",0,"protodog","5-7","0-19","Poodle","Pure Breed","Non-Sporting",20,1.5687426901,0.731193725937977,-0.252835492593991
"234",234,234,234,238,"fd6998a4-7144-11e5-ba71-058fbc01cf0b","2014-09-05 07:53:49",7,6,9,"male",0,"protodog","2-4","0-19","Poodle","Pure Breed","Non-Sporting",20,1.5142336745,1.79099218070066,0.29403743959337
"235",235,235,235,239,"fd699908-7144-11e5-ba71-058fbc01cf0b","2014-09-12 13:16:13",13,6,9,"male",0,"protodog","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,1.1973148148,3.75205020599303,-0.720789384167024
"236",236,236,236,240,"fd699c28-7144-11e5-ba71-058fbc01cf0b","2014-09-19 17:42:37",17,6,9,"male",0,"","0-1","20-49","Pembroke Welsh Corgi","Pure Breed","Herding",4,1.0036574074,0.936704312202367,-0.474371493313277
"237",237,237,237,241,"fd699c8c-7144-11e5-ba71-058fbc01cf0b","2014-10-08 08:54:34",8,4,10,"male",1,"protodog","2-4","0-19","Pomeranian","Pure Breed","Toy",20,0.0085916179355,4.73337129041348,1.22440888558729
"238",238,238,238,242,"fd69a682-7144-11e5-ba71-058fbc01cf0b","2014-09-08 18:25:59",18,2,9,"male",1,"stargazer","2-4","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,5.9459265351,-0.653548019690341,1.51982341608093
"239",239,239,239,243,"fd69b186-7144-11e5-ba71-058fbc01cf0b","2014-09-10 11:53:47",11,4,9,"male",0,"protodog","7-10","0-19","Bichon Frise-Poodle Mix","Cross Breed","",20,1.0415612817,4.56290612693075,-0.831505105334831
"240",240,240,240,244,"fd69d634-7144-11e5-ba71-058fbc01cf0b","2014-09-12 03:18:36",3,6,9,"female",1,"socialite","2-4","50-89","I Don't Know","Mixed Breed/ Other/ I Don't Know","",20,4.8418019006,0.47520378652503,-0.343052882768304
"241",241,241,241,245,"fd69dba2-7144-11e5-ba71-058fbc01cf0b","2014-09-13 16:51:44",16,7,9,"female",1,"protodog","2-4","20-49","American Staffordshire Terrier-Labrador Retriever Mix","Cross Breed","",20,7.0552570663,-1.7411561980244,1.79103084812171
"242",242,242,242,246,"fd69f68c-7144-11e5-ba71-058fbc01cf0b","2014-09-13 15:51:25",15,7,9,"female",1,"ace","7-10","0-19","Poodle","Pure Breed","Non-Sporting",20,0.52782955653,-0.527850320218103,1.0527266496112
"243",243,243,243,247,"fd69f862-7144-11e5-ba71-058fbc01cf0b","2014-09-13 18:22:24",18,7,9,"male",1,"ace","2-4","20-49","Pembroke Welsh Corgi","Pure Breed","Herding",20,5.8524567495,-1.77167715814249,-2.79023190764116
"244",244,244,244,249,"fd6a1644-7144-11e5-ba71-058fbc01cf0b","2014-09-24 20:27:37",20,4,9,"female",1,"renaissance-dog","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,5.0488675682,-1.03873417321373,-1.55315300872834
"245",245,245,245,250,"fd6a181a-7144-11e5-ba71-058fbc01cf0b","2014-10-06 04:40:15",4,2,10,"male",0,"stargazer","2-4","20-49","I Don't Know","Mixed Breed/ Other/ I Don't Know","",20,0.071302387912,3.50123352058361,1.17962519852549
"246",246,246,246,251,"fd6a3b2e-7144-11e5-ba71-058fbc01cf0b","2014-09-23 13:15:47",13,3,9,"female",0,"maverick","0-1","20-49","Australian Shepherd","Pure Breed","Herding",20,0.10395163255,2.14025160528882,0.311908923038387
"247",247,247,247,252,"fd6a3ef8-7144-11e5-ba71-058fbc01cf0b","2014-09-25 10:49:33",10,5,9,"female",1,"stargazer","5-7","0-19","Poodle","Pure Breed","Non-Sporting",20,0.94923976608,4.74473563464567,1.36146981831543
"248",248,248,248,253,"fd6a41d2-7144-11e5-ba71-058fbc01cf0b","2014-09-25 18:06:06",18,5,9,"female",0,"ace","2-4","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,2.5342750975,-0.203191181534123,-1.78399973555679
"249",249,249,249,254,"fd6a4c18-7144-11e5-ba71-058fbc01cf0b","2014-10-04 00:50:19",0,7,10,"female",1,"socialite","2-4","50-89","Labrador Retriever-Weimaraner Mix","Cross Breed","",31,11.298986883,-0.392622970612834,-0.748180335048337
"250",250,250,250,255,"fd6a4c86-7144-11e5-ba71-058fbc01cf0b","2014-10-04 01:59:36",1,7,10,"male",1,"charmer","2-4","50-89","Labrador Retriever-Weimaraner Mix","Cross Breed","",30,4.7936717752,-0.282795069491728,-0.629789501865979
"251",251,251,251,256,"fd6a51ea-7144-11e5-ba71-058fbc01cf0b","2014-10-04 01:43:43",1,7,10,"male",1,"protodog","2-4","20-49","Samoyed","Pure Breed","Working",20,0.012956871345,3.91961900936033,-1.20181515040738
"252",252,252,252,257,"fd6a5dc0-7144-11e5-ba71-058fbc01cf0b","2014-10-06 01:02:34",1,2,10,"female",1,"expert","5-7","50-89","German Shepherd Dog","Pure Breed","Herding",20,0.37454861111,0.441794287553161,0.141958096192043
"253",253,253,253,258,"fd6a68e2-7144-11e5-ba71-058fbc01cf0b","2014-10-06 00:59:40",0,2,10,"male",0,"ace","0-1","50-89","German Shorthaired Pointer","Pure Breed","Sporting",20,0.47794651559,0.553055663621812,0.0876187611040284
"254",254,254,254,259,"fd6a7490-7144-11e5-ba71-058fbc01cf0b","2014-10-06 00:55:58",0,2,10,"male",1,"socialite","5-7","50-89","Golden Retriever","Pure Breed","Sporting",20,1.6869724659,0.30506370892788,-0.791638739131255
"255",255,255,255,260,"fd6a7774-7144-11e5-ba71-058fbc01cf0b","2014-10-06 00:57:46",0,2,10,"female",1,"","2-4","0-19","Chihuahua","Pure Breed","Toy",2,3.9153356481,1.43126554112203,-0.903533023663572
"256",256,256,256,261,"fd6acaee-7144-11e5-ba71-058fbc01cf0b","2014-10-07 23:06:18",23,3,10,"male",0,"renaissance-dog","2-4","90-139","Newfoundland","Pure Breed","Working",20,2.0990478801,-0.93324775123087,0.218851378218623
"257",257,257,257,262,"fd6ade30-7144-11e5-ba71-058fbc01cf0b","2014-10-06 01:23:22",1,2,10,"male",1,"protodog","5-7","90-139","American Staffordshire Terrier-Dogo Argentino Mix","Cross Breed","",20,0.10491106238,0.41849042732598,-0.492581501555955
"258",258,258,258,263,"fd6be38e-7144-11e5-ba71-058fbc01cf0b","2014-10-07 22:11:33",22,3,10,"female",1,"protodog","2-4","50-89","German Shepherd Dog-Keeshond Mix","Cross Breed","",20,0.21843932749,-0.375496601460722,-2.58598216458306
"259",259,259,259,264,"fd6bf766-7144-11e5-ba71-058fbc01cf0b","2014-10-06 01:54:49",1,2,10,"male",1,"","5-7","50-89","Australian Shepherd","Pure Breed","Herding",14,1.8472961182,0.793891038057365,-0.52987959640006
"260",260,260,260,265,"fd6ca486-7144-11e5-ba71-058fbc01cf0b","2014-10-07 00:35:23",0,3,10,"female",1,"maverick","5-7","20-49","French Bulldog","Pure Breed","Non-Sporting",20,0.73865801657,0.817043587753774,-0.611203958782629
"261",261,261,261,266,"fd6caaa8-7144-11e5-ba71-058fbc01cf0b","2014-10-06 16:16:59",16,2,10,"female",1,"renaissance-dog","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.43684393275,-1.41433171701097,-0.692298964382972
"262",262,262,262,267,"fd6cae9a-7144-11e5-ba71-058fbc01cf0b","2014-10-08 02:27:06",2,4,10,"female",1,"stargazer",">10","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,1.421521077,0.363942410456379,-0.288713547680289
"263",263,263,263,268,"fd6cc268-7144-11e5-ba71-058fbc01cf0b","2014-10-06 04:56:16",4,2,10,"male",1,"ace","0-1","20-49","German Shorthaired Pointer","Pure Breed","Sporting",20,0.082545077974,2.27891402380234,-0.628590438375302
"264",264,264,264,269,"fd6cec84-7144-11e5-ba71-058fbc01cf0b","2014-10-11 03:09:35",3,7,10,"female",1,"renaissance-dog","7-10","20-49","Cockapoo","Popular Hybrid","",20,0.4273373538,3.5316351078814,-0.942621180638369
"265",265,265,265,270,"fd6cfd96-7144-11e5-ba71-058fbc01cf0b","2014-10-10 01:01:21",1,6,10,"male",1,"","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",4,0.16030478396,1.59239074092305,-0.613979129550532
"266",266,266,266,271,"fd6d0cfa-7144-11e5-ba71-058fbc01cf0b","2014-10-06 17:55:48",17,2,10,"female",1,"socialite","7-10","20-49","Cockapoo","Popular Hybrid","",20,0.17166544835,-0.977690129355783,-0.696831244614057
"267",267,267,267,272,"fd6d1182-7144-11e5-ba71-058fbc01cf0b","2014-10-10 13:22:58",13,6,10,"male",1,"","2-4","50-89","Portuguese Water Dog","Pure Breed","Working",3,0.0046238425997,1.46657213524563,-0.301152081643606
"268",268,268,268,273,"fd6d165a-7144-11e5-ba71-058fbc01cf0b","2014-10-06 13:43:08",13,2,10,"male",1,"ace","5-7","50-89","Poodle","Pure Breed","Non-Sporting",25,2.1362205826,-0.0785772652521388,3.04529159033271
"269",269,269,269,274,"fd6d1b1e-7144-11e5-ba71-058fbc01cf0b","2014-10-06 14:01:20",14,2,10,"male",0,"protodog","0-1","50-89","Belgian Malinois","Pure Breed","Herding",20,0.0030604288484,0.753871583650262,2.75847749940851
"270",270,270,270,275,"fd6d1ea2-7144-11e5-ba71-058fbc01cf0b","2014-10-06 15:28:42",15,2,10,"female",1,"","5-7","50-89","Labrador Retriever","Pure Breed","Sporting",7,2.8675501543,1.05272973331783,0.213220756038277
"271",271,271,271,276,"fd6d6718-7144-11e5-ba71-058fbc01cf0b","2014-10-06 17:27:41",17,2,10,"male",1,"","5-7","50-89","Golden Retriever","Pure Breed","Sporting",14,4.9491470798,0.237584157714109,-0.258182920959986
"272",272,272,272,277,"fd6d8c70-7144-11e5-ba71-058fbc01cf0b","2014-10-06 17:29:37",17,2,10,"male",1,"protodog","0-1","20-49","Boxer","Pure Breed","Working",20,3.8491209795,-2.0270945038549,1.05628044304369
"273",273,273,273,278,"fd6dbcfe-7144-11e5-ba71-058fbc01cf0b","2014-10-06 18:29:40",18,2,10,"female",1,"renaissance-dog","5-7","50-89","Labrador Retriever-German Shepherd Dog Mix","Cross Breed","",20,0.43521076998,-0.882772966321788,0.934601629790564
"274",274,274,274,279,"fd6df8f4-7144-11e5-ba71-058fbc01cf0b","2014-10-06 20:36:21",20,2,10,"female",1,"ace","5-7","50-89","Golden Retriever","Pure Breed","Sporting",20,0.38084125244,-1.15216089161183,-1.85221024630364
"275",275,275,275,280,"fd6e0286-7144-11e5-ba71-058fbc01cf0b","2014-10-09 05:29:07",5,5,10,"male",0,"","0-1","50-89","Poodle","Pure Breed","Non-Sporting",16,1.6602407407,1.34220505405399,-0.496009092241836
"276",276,276,276,281,"fd6e28e2-7144-11e5-ba71-058fbc01cf0b","2014-10-21 02:05:28",2,3,10,"male",1,"","7-10","20-49","Other","Mixed Breed/ Other/ I Don't Know","",2,0.0046527776845,1.48797890032108,-0.754004404875922
"277",277,277,277,282,"fd6e94d0-7144-11e5-ba71-058fbc01cf0b","2014-10-07 02:04:42",2,3,10,"female",1,"","5-7","50-89","Labrador Retriever","Pure Breed","Sporting",9,2.0001157407,1.52609461152667,-0.517601430137406
"278",278,278,278,283,"fd6eb9a6-7144-11e5-ba71-058fbc01cf0b","2014-10-07 01:46:40",1,3,10,"male",1,"charmer","5-7","0-19","Miniature Pinscher-Basenji Mix","Cross Breed","",20,0.36764985381,0.627040476263872,1.07161934890042
"279",279,279,279,284,"fd6ef2cc-7144-11e5-ba71-058fbc01cf0b","2014-10-07 13:07:18",13,3,10,"male",1,"","5-7","0-19","West Highland White Terrier","Pure Breed","Terrier",19,0.24269483024,0.0839426118824552,0.736999499705599
"280",280,280,280,285,"fd6efce0-7144-11e5-ba71-058fbc01cf0b","2014-10-12 18:09:00",18,1,10,"female",1,"","5-7","20-49","Brittany","Pure Breed","Sporting",11,8.4103773148,0.350783683230091,-0.360553384021173
"281",281,281,281,286,"fd6f505a-7144-11e5-ba71-058fbc01cf0b","2014-10-07 19:54:59",19,3,10,"male",1,"charmer","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.36415387427,-1.69331037564894,0.893262437779645
"282",282,282,282,287,"fd6f5c4e-7144-11e5-ba71-058fbc01cf0b","2014-10-07 16:58:19",16,3,10,"female",0,"","0-1","50-89","German Shepherd Dog","Pure Breed","Herding",4,0.31907021607,1.42402685227244,-0.129442783495972
"283",283,283,283,288,"fd6f6c84-7144-11e5-ba71-058fbc01cf0b","2014-10-16 20:42:50",20,5,10,"female",1,"","0-1","0-19","Miniature Schnauzer","Pure Breed","Terrier",6,0.97311111109,0.662500493090555,-0.507285205802327
"284",284,284,284,289,"fd6f7260-7144-11e5-ba71-058fbc01cf0b","2014-10-08 22:48:34",22,4,10,"female",1,"","5-7","0-19","Shih Tzu-Bichon Frise Mix","Cross Breed","",16,10.054863426,-0.464857332433476,-0.499389413338925
"285",285,285,285,290,"fd6f790e-7144-11e5-ba71-058fbc01cf0b","2014-10-18 14:00:16",14,7,10,"male",1,"",">10","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",16,0.46752469136,0.913483456594156,1.93106879427563
"286",286,286,286,291,"fd6f8962-7144-11e5-ba71-058fbc01cf0b","2014-10-07 20:51:50",20,3,10,"male",1,"ace","2-4","0-19","Scottish Terrier","Pure Breed","Terrier",20,0.2588456384,-1.14566486462348,-0.792020528313692
"287",287,287,287,292,"fd6fb46e-7144-11e5-ba71-058fbc01cf0b","2014-10-08 03:18:01",3,4,10,"female",1,"ace","5-7","20-49","Border Collie","Pure Breed","Herding",20,1.7214625975,0.0430990510345374,0.00198328126586199
"288",288,288,288,293,"fd6fc878-7144-11e5-ba71-058fbc01cf0b","2014-10-07 23:50:23",23,3,10,"male",1,"charmer",">10","90-139","Labrador Retriever","Pure Breed","Sporting",20,1.7234216618,-0.0854337784771242,-0.778149352654861
"289",289,289,289,294,"fd6fe920-7144-11e5-ba71-058fbc01cf0b","2014-10-08 12:41:53",12,4,10,"male",1,"ace","0-1","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.16196698343,1.19923559953543,2.38906524587772
"290",290,290,290,295,"fd701fda-7144-11e5-ba71-058fbc01cf0b","2014-10-08 06:48:25",6,4,10,"male",1,"socialite","2-4","90-139","Chesapeake Bay Retriever-Labrador Retriever Mix","Cross Breed","",20,0.0027083333299,5.11527849064371,-1.55768252208741
"291",291,291,291,296,"fd702b7e-7144-11e5-ba71-058fbc01cf0b","2014-10-09 01:18:26",1,5,10,"female",1,"","5-7","0-19","Shih Tzu","Pure Breed","Toy",18,1.9420281863,0.0964818401343199,-0.763149852656429
"292",292,292,292,297,"fd70338a-7144-11e5-ba71-058fbc01cf0b","2014-10-16 16:13:33",16,5,10,"female",1,"ace","2-4","20-49","Rat Terrier","Pure Breed","",20,6.3197807018,-0.342604131507391,1.98238790231957
"293",293,293,293,298,"fd7039a2-7144-11e5-ba71-058fbc01cf0b","2014-10-16 11:05:12",11,5,10,"female",1,"","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",11,0.91128935185,2.33720912339225,0.836162965514584
"294",294,294,294,299,"fd7040a0-7144-11e5-ba71-058fbc01cf0b","2014-10-08 18:57:06",18,4,10,"male",1,"","2-4","20-49","Collie-Golden Retriever Mix","Cross Breed","",15,0.14708498677,-0.871430785695409,0.465876834313107
"295",295,295,295,300,"fd7042ee-7144-11e5-ba71-058fbc01cf0b","2014-10-08 19:06:37",19,4,10,"male",1,"maverick","5-7","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.0061951754432,-1.42057029130094,-0.126077331598681
"296",296,296,296,301,"fd7059a0-7144-11e5-ba71-058fbc01cf0b","2014-10-10 19:46:26",19,6,10,"female",1,"ace","5-7","0-19","West Highland White Terrier","Pure Breed","Terrier",20,0.74200536062,-0.891434335639584,-0.478984660862699
"297",297,297,297,302,"fd706490-7144-11e5-ba71-058fbc01cf0b","2014-10-08 22:51:00",22,4,10,"male",1,"protodog","0-1","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",22,8.2343022487,-1.19951127392744,-1.28700948364209
"298",298,298,298,303,"fd7076d8-7144-11e5-ba71-058fbc01cf0b","2014-10-08 23:40:05",23,4,10,"female",1,"stargazer","5-7","20-49","Labrador Retriever","Pure Breed","Sporting",20,0.57845882066,-0.148643164664522,-1.98786768943246
"299",299,299,299,304,"fd7095e6-7144-11e5-ba71-058fbc01cf0b","2014-10-10 02:45:56",2,6,10,"female",0,"expert","7-10","0-19","Pekingese","Pure Breed","Toy",20,0.0020120614023,0.53191714572408,-0.193524263980654
"300",300,300,300,305,"fd709b18-7144-11e5-ba71-058fbc01cf0b","2014-10-09 07:08:10",7,5,10,"male",0,"charmer","0-1","20-49","Border Collie","Pure Breed","Herding",20,0.36904544347,5.20329369478896,-1.56265441561273
"301",301,301,301,306,"fd70a7de-7144-11e5-ba71-058fbc01cf0b","2014-10-10 11:51:24",11,6,10,"female",1,"","5-7","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",18,3.0633258442,1.79573087254489,1.86566369763937
"302",302,302,302,307,"fd70a96e-7144-11e5-ba71-058fbc01cf0b","2014-10-09 23:40:09",23,5,10,"male",1,"protodog","0-1","20-49","Basset Hound","Pure Breed","Hound",20,4.1467580409,-0.251243171415376,-0.519942063691181
"303",303,303,303,308,"fd70a9d2-7144-11e5-ba71-058fbc01cf0b","2014-10-12 04:01:20",4,1,10,"male",1,"protodog","2-4","20-49","Border Collie","Pure Breed","Herding",20,0.9972959308,-0.0875991208065733,-1.13154592531818
"304",304,304,304,309,"fd70ad42-7144-11e5-ba71-058fbc01cf0b","2014-10-09 17:42:21",17,5,10,"male",1,"","2-4",">139","Shih Tzu","Pure Breed","Toy",5,0.00099247685326,0.772328394211661,-0.388894372619969
"305",305,305,305,310,"fd70d1e6-7144-11e5-ba71-058fbc01cf0b","2014-10-10 01:16:33",1,6,10,"male",1,"socialite","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",31,7.5310771605,-1.16928726076394,-0.0144084167689166
"306",306,306,306,311,"fd70d2ae-7144-11e5-ba71-058fbc01cf0b","2014-10-09 21:19:05",21,5,10,"female",1,"socialite","5-7","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,1.265433114,0.336365553874075,-0.946139251444228
"307",307,307,307,312,"fd70d43e-7144-11e5-ba71-058fbc01cf0b","2014-10-18 22:55:21",22,7,10,"female",1,"","2-4","0-19","Bichon Frise-Poodle Mix","Cross Breed","",11,4.5009016204,0.335883739622327,-1.20791804189014
"308",308,308,308,313,"fd70d506-7144-11e5-ba71-058fbc01cf0b","2014-10-09 21:14:28",21,5,10,"female",0,"ace","2-4","50-89","Bullmastiff-Labrador Retriever Mix","Cross Breed","",20,2.9057364766,0.191636990529779,-1.09069597670656
"309",309,309,309,314,"fd70df6a-7144-11e5-ba71-058fbc01cf0b","2014-10-11 19:19:22",19,7,10,"male",1,"protodog","2-4","50-89","Labrador Retriever-Border Collie Mix","Cross Breed","",20,3.0040978314,-1.42490097595984,-0.832870476925313
"310",310,310,310,315,"fd70e924-7144-11e5-ba71-058fbc01cf0b","2014-10-13 23:45:26",23,2,10,"female",1,"","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",7,28.577957176,1.20619367836068,-1.11868024788526
"311",311,311,311,316,"fd70ea64-7144-11e5-ba71-058fbc01cf0b","2014-10-10 00:14:26",0,6,10,"female",1,"charmer","5-7","0-19","Miniature Schnauzer","Pure Breed","Terrier",21,1.9018975694,0.478802603802024,-0.162386478375361
"312",312,312,312,317,"fd70f770-7144-11e5-ba71-058fbc01cf0b","2014-10-10 03:14:02",3,6,10,"male",1,"charmer","2-4","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.032508528264,-0.448296720996049,0.576672776896163
"313",313,313,313,318,"fd70fd2e-7144-11e5-ba71-058fbc01cf0b","2014-10-12 06:24:53",6,1,10,"female",1,"","2-4","20-49","Australian Shepherd-Australian Cattle Dog Mix","Cross Breed","",7,2.0095659722,2.61734225220808,-1.01349407714282
"314",314,314,314,319,"fd713528-7144-11e5-ba71-058fbc01cf0b","2014-10-10 19:30:28",19,6,10,"female",1,"ace","5-7","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",21,0.011174189817,-0.867160620669035,-1.27729732063576
"315",315,315,315,320,"fd714d88-7144-11e5-ba71-058fbc01cf0b","2014-10-11 00:00:29",0,7,10,"male",1,"charmer","5-7","50-89","Boxer-Labrador Retriever Mix","Cross Breed","",20,2.3163980263,0.193802332859228,-0.73729940404324
"316",316,316,316,321,"fd719e14-7144-11e5-ba71-058fbc01cf0b","2014-10-11 18:27:25",18,7,10,"female",1,"","5-7","0-19","Shih Tzu","Pure Breed","Toy",7,0.007617669762,0.443576558230247,-0.217940131233354
"317",317,317,317,322,"fd71a292-7144-11e5-ba71-058fbc01cf0b","2014-10-11 18:52:21",18,7,10,"male",1,"","5-7","50-89","Norwegian Elkhound","Pure Breed","Hound",11,0.81247916666,0.00426495374582297,-0.691503463962785
"318",318,318,318,323,"fd71adaa-7144-11e5-ba71-058fbc01cf0b","2014-10-11 20:46:32",20,7,10,"female",1,"socialite","5-7","50-89","Bouvier des Flandres","Pure Breed","Herding",33,3.8818746383,-1.93854774885527,0.714407048772839
"319",319,319,319,324,"fd71c39e-7144-11e5-ba71-058fbc01cf0b","2014-10-15 17:45:02",17,4,10,"female",1,"ace","5-7","50-89","Australian Shepherd","Pure Breed","Herding",20,2.4349262914,-0.518002134171794,-1.69323527787138
"320",320,320,320,325,"fd71d5f0-7144-11e5-ba71-058fbc01cf0b","2014-10-12 05:45:19",5,1,10,"male",1,"ace","2-4","0-19","Shetland Sheepdog","Pure Breed","Herding",20,12.514624147,0.875316592987267,-1.6269981287352
"321",321,321,321,326,"fd7200e8-7144-11e5-ba71-058fbc01cf0b","2014-10-12 16:07:21",16,1,10,"male",1,"","0-1","50-89","Golden Doodle","Popular Hybrid","",16,1.3367021605,-0.0320828092330089,0.0494072503540454
"322",322,322,322,327,"fd720796-7144-11e5-ba71-058fbc01cf0b","2014-10-12 17:50:05",17,1,10,"male",1,"renaissance-dog","0-1","0-19","Havanese","Pure Breed","Toy",20,0.53435246102,-0.987795768100472,0.422719332094289
"323",323,323,323,328,"fd7209ee-7144-11e5-ba71-058fbc01cf0b","2014-10-12 18:00:27",18,1,10,"male",1,"","5-7","0-19","Miniature Schnauzer","Pure Breed","Terrier",11,1.0240243056,0.167909004354626,-1.30310732558978
"324",324,324,324,329,"fd72237a-7144-11e5-ba71-058fbc01cf0b","2014-10-12 22:23:00",22,1,10,"male",1,"charmer","0-1","0-19","Australian Shepherd","Pure Breed","Herding",20,1.7809478557,-0.836886318769983,-0.682852614738364
"325",325,325,325,330,"fd722ae6-7144-11e5-ba71-058fbc01cf0b","2014-10-12 23:37:23",23,1,10,"male",1,"","7-10",">139","Chow Chow-Labrador Retriever Mix","Cross Breed","",4,1.2232253087,1.05203892023154,-1.4483290338489
"326",326,326,326,331,"fd723b1c-7144-11e5-ba71-058fbc01cf0b","2014-10-13 03:38:41",3,2,10,"female",1,"ace","7-10","50-89","Labradoodle","Popular Hybrid","",20,1.9980074318,0.41849042732598,-0.492581501555955
"327",327,327,327,332,"fd724670-7144-11e5-ba71-058fbc01cf0b","2014-10-13 15:30:26",15,2,10,"female",1,"","7-10","50-89","Golden Retriever","Pure Breed","Sporting",7,0.25619212963,1.26468322650627,-0.0360294266800938
"328",328,328,328,333,"fd725dae-7144-11e5-ba71-058fbc01cf0b","2014-10-13 09:14:20",9,2,10,"female",1,"maverick","5-7","20-49","Labradoodle","Popular Hybrid","",20,0.0037146686135,5.16601748353782,1.51696922654504
"329",329,329,329,334,"fd7265ba-7144-11e5-ba71-058fbc01cf0b","2014-10-13 17:54:56",17,2,10,"male",1,"renaissance-dog","0-1","20-49","Havanese","Pure Breed","Toy",36,10.143623347,-2.60227920062871,-0.737869534760876
"330",330,330,330,335,"fd726f92-7144-11e5-ba71-058fbc01cf0b","2014-10-18 20:53:39",20,7,10,"female",1,"einstein","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",25,4.3730473573,-0.907313368430659,-0.350763749188323
